TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20170618,21.949,1.0,488.367,207.917,1.0,417.021,1.0,3.609,1.0,97.036,1.0,0.0,1.0,3.407,0.645833,0.7313983173908258,0.6458333333333334,161.91645833333334,1.0,427.66937499999995,1.0,14.247916666666669,1.0,136.1875,1.0,33.96541666666667,1.0,435.7166666666667,1.0,414.484,1.0,17.159,16.421,15.816,13.797,13.493,-9999,0.875,0.875,0.875,0.875,0.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.17772,0.979167,64.9439,1.0,91.2503,76.1275,95.9543,3.82408,29.5759,0.979167,41.556,34.669,43.6983,2.97728,-2.96878,1.0,0.512176,-3.22559,-2.98164,-2.96878,1.0,1.0,1.0,6.50822,6.44852,6.49713,6.50822,9.47265,9.47749,9.66801,9.77231,9.06774,8.62252,9.07746,9.38347,11.6351,11.2888,11.6438,12.0668,-9999,-9999
20170619,21.84,1.0,488.465,121.653,1.0,422.969,1.0,2.524,1.0,96.904,1.0,12.583,1.0,3.843,0.791667,0.7138987702915935,0.7916666666666666,92.38521739130434,0.9583333333333334,259.1197826086956,0.9583333333333334,8.059565217391308,0.9583333333333334,74.8195652173913,0.9583333333333334,19.650217391304345,0.9583333333333334,434.2630434782608,0.9583333333333334,417.245,0.9375,17.468,16.637,15.722,13.712,13.37,-9999,0.833333,0.833333,0.833333,0.833333,0.833333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.01921,-9999,40.9857,-9999,57.7575,52.6139,61.3098,3.25902,11.7073,-9999,16.498,15.0288,17.5127,2.48898,-0.0143654,0.958333,0.413275,-0.206246,-0.0536858,-0.0143654,0.958333,0.958333,0.958333,6.45637,6.40651,6.45074,6.467,6.46511,6.47967,6.60416,6.6771,9.26398,8.85143,9.21178,9.33021,7.11156,6.91741,7.10957,7.17501,-9999,-9999
20170620,20.629,1.0,488.518,253.445,1.0,376.844,1.0,6.867,1.0,96.994,1.0,2.012,1.0,2.936,0.958333,0.5265098451261103,0.9583333333333334,171.91020833333332,1.0,516.565,1.0,16.181458333333335,1.0,98.5,1.0,40.78895833333333,1.0,423.66875,1.0,408.658,0.895833,16.898,16.313,15.476,13.831,13.463,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.12378,-9999,84.7807,-9999,122.607,118.652,133.996,4.27534,24.0263,-9999,34.7461,33.6252,37.9736,3.11396,-3.81591,1.0,0.587853,-3.93609,-3.86519,-3.79556,1.0,1.0,1.0,6.19836,6.14897,6.18729,6.21927,10.0032,10.0032,10.0525,10.094,8.03713,7.67092,7.93836,8.02274,11.5817,11.3714,11.5297,11.6115,-9999,-9999
20170621,19.368,1.0,488.526,315.963,1.0,333.177,1.0,9.846,1.0,97.107,1.0,0.0,1.0,2.993,1.0,0.44954349218953943,1.0,188.71145833333333,1.0,641.3860416666666,1.0,20.185833333333335,1.0,90.63125000000001,1.0,51.70541666666667,1.0,414.90625,1.0,404.001,1.0,15.811,15.515,15.256,13.783,13.549,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.87408,1.0,108.118,1.0,156.357,151.313,170.881,5.13834,29.2725,1.0,42.3331,40.9674,46.2653,3.95895,-5.81514,0.916667,0.574918,-6.1327,-5.82654,-5.77626,0.9375,0.916667,0.854167,5.93299,5.8763,5.917,5.96318,11.7321,11.6513,11.7321,11.7998,6.09529,5.94805,6.08932,6.13899,11.5398,11.4533,11.5398,11.8209,-9999,-9999
20170622,19.908,1.0,488.49,331.091,1.0,345.521,1.0,10.712,1.0,97.282,1.0,0.0,1.0,2.439,1.0,0.35114610792709894,1.0,205.12458333333333,1.0,687.0234042553193,0.9791666666666666,21.41297872340425,0.9791666666666666,80.8125,1.0,54.501666666666665,1.0,418.9375,1.0,404.036,1.0,15.575,15.244,15.06,13.62,13.465,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.41364,1.0,101.47,1.0,149.922,142.572,161.236,4.84569,40.7216,1.0,60.166,57.2164,64.7066,3.03988,-5.1051,0.791667,0.522291,-5.58039,-5.1051,-5.06647,0.791667,0.791667,0.75,6.04869,5.99331,6.02682,6.08998,11.1319,11.0595,11.1319,11.2,5.58556,5.50918,5.61248,5.82379,10.7909,10.7757,10.8326,11.1708,-9999,-9999
20170623,22.686,1.0,488.409,223.42,1.0,403.967,1.0,7.263,1.0,96.57,1.0,0.0,1.0,3.037,1.0,0.5470029214391731,1.0,156.91375000000002,1.0,471.13000000000005,1.0,14.497083333333336,1.0,123.6729166666667,1.0,35.70229166666667,1.0,438.1958333333334,1.0,413.137,0.916667,16.97,16.207,15.398,13.729,13.504,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.31801,0.958333,75.6336,1.0,113.139,106.584,123.016,4.74378,9.77135,0.979167,14.6168,13.7699,15.8928,2.46286,-1.9107,0.916667,0.448124,-2.01167,-1.93361,-1.90831,0.916667,0.916667,0.916667,6.63336,6.56154,6.60345,6.64895,8.51416,8.51416,8.54166,8.60976,6.49172,6.48976,6.57374,6.79434,7.66086,7.68958,7.79527,8.00663,-9999,-9999
20170624,22.067,1.0,488.285,242.468,1.0,391.752,1.0,7.506,1.0,96.403,1.0,1.509,1.0,3.249,0.979167,0.5563090486840613,0.9791666666666666,169.76583333333335,1.0,498.7035416666667,1.0,15.570833333333335,1.0,101.55,1.0,39.13104166666667,1.0,433.4041666666667,1.0,410.189,0.979167,17.483,16.751,16.306,14.109,13.789,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.85988,1.0,98.0942,1.0,146.737,138.235,159.547,4.74224,10.7926,1.0,16.1444,15.209,17.5538,2.80922,-3.48972,0.770833,0.494033,-3.653,-3.49699,-3.37909,0.770833,0.770833,0.625,6.49859,6.42548,6.46059,6.49859,9.9532,9.68596,9.9532,10.0653,5.97143,5.9124,6.03902,6.46834,8.85208,8.92671,9.04032,9.24778,-9999,-9999
20170625,18.917,1.0,488.115,277.745,1.0,350.319,1.0,8.607,1.0,97.243,1.0,1.006,1.0,2.274,1.0,0.3596522259052661,1.0,173.1727659574468,0.9791666666666666,560.9585416666667,1.0,18.09375,1.0,80.04583333333333,1.0,47.138958333333335,1.0,413.4041666666667,1.0,403.771,1.0,16.232,15.943,17.004,14.188,13.952,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.54529,1.0,98.0648,1.0,145.951,137.787,155.825,4.55342,18.9131,1.0,28.1486,26.5741,30.0529,2.57856,-5.63061,0.1875,0.514049,-5.63811,-5.5054,-5.38064,0.208333,0.229167,0.3125,5.83581,5.75185,5.799,5.83581,11.4296,11.1907,11.3581,11.4628,4.66481,4.60573,4.76923,5.29031,10.2348,10.3404,10.4648,10.6591,-9999,-9999
20170626,15.902,1.0,487.902,284.806,1.0,347.883,1.0,5.871,1.0,97.372,1.0,1.007,1.0,2.353,0.979167,0.37101987238853484,0.9791666666666666,186.68708333333333,1.0,571.6175000000001,1.0,18.368958333333335,1.0,87.49166666666667,1.0,48.27854166666666,1.0,397.8458333333333,1.0,404.209,0.979167,15.021,15.02,17.083,13.966,13.855,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.33066,1.0,96.5815,1.0,142.699,135.168,152.647,4.86077,30.7337,1.0,45.4088,43.0123,48.5746,2.94386,-5.70097,0.166667,0.5564,-5.87579,-5.82083,-5.70097,0.166667,0.166667,0.166667,5.21141,5.1173,5.16907,5.21141,10.8747,10.8487,10.9509,11.1201,3.58901,3.48352,3.74009,4.19875,10.4671,10.4689,10.7171,10.8408,-9999,-9999
20170627,14.598,1.0,487.645,218.694,1.0,337.154,1.0,3.848,1.0,97.347,1.0,1.007,1.0,2.148,1.0,0.3279200355093922,0.9791666666666666,132.87166666666667,1.0,439.55041666666665,1.0,14.326875000000001,1.0,149.79166666666666,1.0,36.62291666666667,1.0,389.3020833333333,1.0,405.307,1.0,14.302,14.427,16.728,13.697,13.667,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.40893,1.0,67.9974,1.0,100.466,95.1635,107.47,3.81411,15.6105,1.0,23.0644,21.8472,24.6724,2.65926,-5.16141,0.145833,0.580154,-5.52481,-5.28897,-5.17836,0.0833333,0.0833333,0.145833,4.94255,4.84589,4.89811,4.93786,10.0823,10.0638,10.1684,10.4645,3.09021,3.00075,3.21156,3.8531,9.0699,9.06582,9.46873,9.61907,-9999,-9999
20170628,16.056,1.0,487.343,290.722,1.0,318.24,1.0,7.473,1.0,97.598,1.0,0.0,1.0,2.675,1.0,0.38970480079214614,1.0,165.44645833333334,1.0,576.4816666666667,1.0,19.040208333333336,1.0,103.72916666666667,1.0,49.770624999999995,1.0,395.6958333333334,1.0,401.574,0.958333,13.938,14.029,16.449,13.399,13.437,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.19988,0.979167,92.0403,1.0,136.984,128.812,145.47,4.48195,32.8319,0.979167,48.864,45.9488,51.8909,3.01302,-5.05424,0.375,0.559608,-5.41335,-5.30578,-5.05424,0.541667,0.104167,0.375,5.24413,5.14839,5.18966,5.20221,10.2509,10.2509,10.3492,10.6673,3.36136,3.16355,3.46156,4.258,11.3164,11.3164,11.6021,11.9106,-9999,-9999
20170629,18.523,1.0,486.997,151.329,1.0,366.519,1.0,6.442,1.0,97.708,1.0,0.0,1.0,2.576,0.979167,0.44286746902913376,0.9791666666666666,81.29541666666667,1.0,316.49041666666665,1.0,10.836458333333335,1.0,146.10416666666666,1.0,26.983125,1.0,412.1645833333334,1.0,404.032,0.958333,14.79,14.556,16.872,13.312,13.309,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.09458,1.0,54.3569,1.0,80.8999,73.8791,85.9112,3.69163,-5.22136,1.0,-7.71453,-8.25237,-7.09661,2.38147,-3.08691,0.270833,0.521427,-3.21344,-3.08691,-2.9424,0.354167,0.270833,0.333333,5.74831,5.61195,5.68166,5.70785,8.80738,8.69409,8.80738,8.92179,3.83404,3.44072,3.97093,4.92766,7.23906,7.2908,7.61466,8.07432,-9999,-9999
20170630,21.046,1.0,486.608,191.37,1.0,392.004,1.0,4.415,1.0,97.335,1.0,20.636,1.0,2.879,0.9375,0.556369764439703,0.9375,126.03020833333333,1.0,401.28916666666663,1.0,12.936250000000001,1.0,142.92499999999998,1.0,31.801875,1.0,428.6854166666667,1.0,405.85,0.979167,16.684,15.976,17.461,13.608,13.445,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.05892,1.0,60.3041,1.0,90.2078,81.9623,98.0827,3.91314,13.7999,1.0,20.6431,18.7562,22.4452,2.58152,-3.7107,0.458333,0.45559,-3.80317,-3.75578,-3.16372,0.333333,0.416667,0.25,6.27796,6.05953,6.19739,6.23543,10.0106,9.36171,9.55276,10.0106,4.39303,3.69128,4.47299,5.5089,8.02874,8.00904,8.30959,8.6298,-9999,-9999
20170701,22.3,1.0,486.175,211.115,1.0,418.685,1.0,3.972,1.0,97.228,1.0,0.503,1.0,3.022,1.0,0.5982491536863351,1.0,160.83791666666664,1.0,431.61875000000003,1.0,14.374166666666667,1.0,135.39583333333334,1.0,34.440625000000004,1.0,437.02708333333334,1.0,410.138,0.958333,17.816,17.033,17.951,14.289,13.959,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.67553,1.0,81.6471,1.0,121.516,110.971,129.043,4.53511,21.2829,1.0,31.6756,28.9267,33.6377,2.65753,-3.72907,0.3125,0.436706,-4.07651,-3.98572,-3.87199,0.333333,0.270833,0.1875,6.54226,6.23735,6.45274,6.49564,10.4341,10.1461,10.3303,10.4814,4.55622,3.81472,4.57259,5.78999,8.85365,8.84818,9.09764,9.55734,-9999,-9999
20170702,22.576,1.0,485.698,318.874,1.0,380.31,1.0,9.173,1.0,97.254,1.0,0.0,1.0,2.64,1.0,0.43766646611999604,1.0,222.62319148936177,0.9791666666666666,652.2425,1.0,20.292916666666667,1.0,70.19166666666668,1.0,51.22624999999999,1.0,435.1708333333333,1.0,405.595,0.9375,17.84,17.178,18.051,14.641,14.308,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.60135,0.979167,127.088,0.979167,189.146,167.633,200.863,5.74921,31.095,1.0,46.2789,41.0153,49.1456,3.17668,-7.44682,0.604167,0.551644,-7.21104,-6.91798,-6.69885,0.5625,0.729167,0.666667,6.6001,6.21139,6.5069,6.55249,13.984,12.981,13.2733,13.7091,4.41813,3.53,4.41813,5.78104,11.7463,11.165,11.9885,12.6737,-9999,-9999
20170703,21.186,1.0,485.178,349.996,1.0,339.754,1.0,9.942,1.0,97.337,1.0,0.0,1.0,2.897,1.0,0.4625560617612113,1.0,212.069375,1.0,705.5808333333333,1.0,22.236250000000002,1.0,68.61041666666667,1.0,57.09104166666666,1.0,425.3979166666666,1.0,401.374,0.979167,17.277,16.835,17.607,14.757,14.483,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.37182,1.0,144.443,1.0,214.976,172.394,228.292,6.71187,32.5898,1.0,48.5038,38.8963,51.5083,3.17846,-7.20063,0.875,0.496224,-7.51044,-7.33783,-7.16128,0.895833,0.916667,0.854167,6.30446,5.85087,6.21361,6.22982,13.725,13.303,13.44,13.5694,3.82171,2.78141,3.93596,5.31904,12.6742,11.906,12.9072,13.6019,-9999,-9999
20170704,20.424,1.0,484.615,319.433,1.0,335.921,1.0,11.641,1.0,97.717,0.9375,0.0,1.0,2.505,1.0,0.3419152161530514,1.0,183.78291666666667,1.0,643.705,1.0,20.39708333333333,1.0,70.72500000000001,1.0,52.21208333333334,1.0,420.5687500000001,1.0,399.065,0.979167,16.493,16.248,16.879,14.671,14.488,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.65606,-9999,132.359,-9999,192.23,157.972,209.194,5.95214,24.8353,-9999,36.0692,29.6412,39.2523,2.94694,-6.51098,0.895833,0.522386,-7.18101,-6.64415,-6.52246,0.854167,0.895833,0.958333,6.14306,5.62237,6.05265,6.06898,12.801,12.5138,12.6127,12.8468,3.43471,2.31856,3.58503,5.14523,11.9928,11.2228,12.2863,13.0424,-9999,-9999
20170705,20.921,1.0,484.008,312.808,1.0,335.787,1.0,12.55,1.0,98.137,1.0,0.0,1.0,2.062,1.0,0.26739382941373435,1.0,174.09104166666665,1.0,623.2756250000001,1.0,19.996458333333333,1.0,80.3875,1.0,51.20854166666667,1.0,423.7270833333334,1.0,398.992,1.0,16.456,16.154,16.5,14.562,14.422,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.3932,1.0,111.433,1.0,161.558,132.996,166.818,5.41511,13.695,1.0,19.8555,16.3451,20.5018,3.04043,-6.12107,0.979167,0.514453,-6.83264,-6.16382,-6.06127,0.895833,0.979167,0.979167,6.24737,5.6423,6.1512,6.17573,12.2839,11.9499,12.2723,12.4635,3.36299,2.28536,3.52956,5.14561,11.5386,10.1256,11.9271,13.1687,-9999,-9999
20170706,19.334,1.0,483.358,267.744,1.0,352.765,1.0,8.841,1.0,97.814,1.0,0.0,1.0,2.42,1.0,0.4816295735690576,1.0,159.90604166666668,1.0,543.1145833333334,1.0,17.883541666666666,1.0,146.38125000000002,1.0,44.548125,1.0,416.6541666666667,1.0,399.056,1.0,16.455,16.156,16.114,14.543,14.406,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.00845,1.0,114.978,1.0,166.986,137.227,187.008,5.40808,14.4067,1.0,20.9233,17.1945,23.432,3.02373,-6.58125,0.9375,0.543497,-6.88902,-6.8695,-6.65168,1.0,0.9375,0.916667,5.92879,5.3641,5.8271,5.85683,12.725,12.334,12.5184,12.6936,3.29314,2.044,3.29314,4.26894,11.3357,10.3268,11.4373,12.1333,-9999,-9999
20170707,17.011,1.0,482.666,77.304,1.0,386.356,1.0,2.578,1.0,96.925,1.0,9.564,1.0,1.389,0.895833,0.2469284088721835,0.8958333333333334,50.34625,1.0,169.66375000000002,1.0,5.64875,1.0,75.77916666666667,1.0,13.163124999999999,1.0,404.10833333333335,1.0,402.501,1.0,15.847,15.751,15.686,14.523,14.404,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.15303,1.0,21.8206,1.0,31.6362,26.0431,32.6661,2.26752,-1.48601,1.0,-2.15447,-2.2246,-1.77357,2.2654,-0.0603237,0.854167,0.440224,-1.2647,-0.278027,-0.0603237,0.958333,0.958333,0.854167,5.82894,5.58065,5.7463,5.82894,6.77734,5.49433,6.09947,6.92675,3.33235,1.02823,2.6071,3.78376,4.99898,3.52476,4.66873,5.65639,-9999,-9999
20170708,19.412,1.0,481.931,239.922,1.0,390.629,1.0,3.273,1.0,96.626,1.0,24.159,1.0,2.465,0.9375,0.4108043089689509,0.9375,175.29958333333335,1.0,488.1387500000001,1.0,15.91375,1.0,113.87708333333335,1.0,37.923750000000005,1.0,419.23541666666665,1.0,406.944,1.0,16.772,16.431,15.935,14.676,14.501,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.34082,1.0,87.5872,1.0,126.987,104.536,130.949,4.77688,33.6365,1.0,48.7672,40.1455,50.2888,3.22419,-5.57168,0.9375,0.486559,-5.86975,-5.65374,-4.39279,0.9375,0.9375,0.958333,6.95425,6.82642,6.89337,7.03466,12.4949,11.329,12.5351,12.7331,4.75604,2.19522,3.06649,4.70494,11.6832,9.32244,10.8214,11.5244,-9999,-9999
20170709,19.334,1.0,481.153,331.573,1.0,333.646,1.0,8.88,1.0,97.311,1.0,0.0,1.0,2.444,1.0,0.39367970558899906,1.0,199.896875,1.0,664.5833333333334,1.0,21.413750000000004,1.0,70.64583333333333,1.0,54.6275,1.0,414.6979166666667,1.0,401.209,1.0,16.473,16.291,16.027,14.862,14.708,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.79875,1.0,138.583,1.0,188.355,160.211,207.19,6.53082,25.4816,1.0,34.6334,29.4585,38.0967,3.10465,-6.78181,1.0,0.552139,-7.1953,-6.80926,-6.77477,0.958333,1.0,1.0,7.43288,7.38834,7.40467,7.66845,14.1811,14.1811,14.4483,14.5836,5.4922,3.99215,4.89852,5.2034,15.4752,13.8911,14.3713,15.2246,-9999,-9999
20170710,21.127,1.0,480.334,283.735,1.0,358.827,1.0,10.547,1.0,97.544,1.0,0.0,1.0,2.601,1.0,0.5022211563119445,1.0,170.21979166666668,1.0,570.75125,1.0,18.66875,1.0,114.99583333333335,1.0,46.899375,1.0,425.8104166666667,1.0,400.581,1.0,16.689,16.307,15.988,14.788,14.661,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.19375,1.0,140.4,1.0,190.623,160.898,209.907,6.11705,6.42301,1.0,8.7206,7.36076,9.60281,2.90363,-6.94159,0.958333,0.608791,-7.42286,-7.04838,-6.83117,0.958333,0.958333,0.979167,8.40607,8.39502,8.40541,8.5813,15.2725,15.3329,15.3923,15.7965,7.06225,5.08456,6.52305,6.89893,14.5002,13.5008,13.8878,14.2865,-9999,-9999
20170711,21.309,1.0,479.472,176.333,1.0,395.238,1.0,4.678,1.0,97.305,1.0,6.543,1.0,1.968,0.875,0.36438277427062543,0.875,120.53458333333333,1.0,358.0154166666666,1.0,12.017916666666665,1.0,132.16875000000002,1.0,28.847916666666666,1.0,427.6312500000001,1.0,403.949,1.0,17.446,16.837,16.254,14.942,14.75,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.89421,1.0,71.5977,1.0,97.209,82.0508,107.043,4.62947,7.10413,1.0,9.64536,8.14132,10.6211,2.61722,-3.14014,1.0,0.502577,-3.26726,-3.14014,-2.80602,0.9375,1.0,1.0,8.54674,8.47576,8.54674,8.7068,11.6159,11.097,11.6502,11.9717,7.92596,5.84233,6.83095,7.92596,11.4179,10.9039,11.1083,11.4179,-9999,-9999
20170712,22.286,1.0,478.569,175.18,1.0,395.683,1.0,4.544,1.0,97.412,1.0,1.006,1.0,1.482,1.0,0.23715439728914292,1.0,111.86583333333333,1.0,367.01895833333333,1.0,11.998125,1.0,119.20625,1.0,28.023124999999997,1.0,433.25416666666666,1.0,407.716,0.979167,17.78,17.237,16.527,15.15,14.925,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.59178,1.0,71.572,1.0,97.1742,82.0214,107.005,4.93711,8.84207,1.0,12.005,10.133,13.2195,2.63867,-2.84267,0.979167,0.465255,-2.91604,-2.81622,-1.79379,0.979167,0.979167,1.0,8.72082,8.70496,8.72112,9.12131,11.7302,9.9642,11.4121,12.0275,8.33409,5.59129,6.7623,7.9003,10.8584,10.11,10.4829,10.8619,-9999,-9999
20170713,15.496,1.0,477.624,59.599,1.0,394.59,1.0,2.108,1.0,97.581,1.0,2.516,1.0,2.553,0.729167,0.43552157345876275,0.7083333333333334,48.862500000000004,1.0,127.32291666666667,1.0,4.630625,1.0,60.71458333333334,1.0,10.248333333333333,1.0,398.4916666666666,1.0,413.036,1.0,16.447,16.538,16.378,15.277,15.083,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.47864,1.0,12.2779,1.0,16.0957,13.6481,17.8315,1.80439,6.45631,1.0,8.46394,7.17686,9.37671,2.44986,0.501024,1.0,0.433652,0.600076,0.703006,0.991288,1.0,1.0,1.0,6.75208,6.70724,6.76308,7.17633,6.03142,5.70202,6.15201,6.43724,4.30318,2.60815,3.06903,4.27908,4.72327,4.09852,4.39293,4.74304,-9999,-9999
20170714,13.795,1.0,476.638,56.089,1.0,385.602,1.0,1.675,1.0,97.717,1.0,2.517,1.0,1.897,0.479167,-9999,0.0,46.28395833333334,1.0,126.416875,1.0,4.074791666666667,1.0,56.74375,1.0,9.751041666666666,1.0,389.1354166666667,1.0,402.398,0.979167,14.853,15.177,15.549,14.819,14.842,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1834,1.0,10.1427,0.958333,13.2966,11.1571,14.7305,1.39698,-1.33825,0.958333,-1.69353,-1.94358,-1.47209,2.32409,0.236238,0.770833,0.472335,0.236238,0.357939,1.01417,0.770833,0.770833,0.958333,6.20588,6.18193,6.22004,6.76524,5.68384,5.58281,5.80872,6.39381,3.20567,1.65303,2.48784,3.33095,4.11313,3.51878,3.74654,4.11313,-9999,-9999
20170715,19.507,1.0,475.611,212.397,1.0,390.773,1.0,5.017,1.0,97.191,0.979167,0.0,1.0,2.262,0.5625,0.4017123255793879,0.5625,155.83208333333332,1.0,430.234375,1.0,13.902083333333332,1.0,110.88958333333335,1.0,33.306041666666665,1.0,418.9020833333334,1.0,406.509,1.0,16.254,16.021,15.7,14.608,14.601,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.64762,0.979167,95.0037,1.0,120.226,104.505,137.739,5.20388,5.86401,1.0,7.42082,6.45049,8.50181,2.73215,-4.51014,0.729167,0.586458,-4.55496,-4.43404,-3.8969,0.729167,0.729167,0.979167,7.64701,7.59561,7.64996,8.64245,11.7028,11.7028,12.1157,12.8526,4.4967,2.57622,3.71338,4.49166,9.92747,9.44184,9.61791,10.0149,-9999,-9999
